ttm,logm,put,call,name,iv,w,quote_date,expiry,m,train,w_hat,iv_hat,w_prior,iv_prior
1.5,0.0953,0.1110156393569053,,Data,0.0861141951965326,0.0111234819215197,2019-01-01,2020-07-02,1.0999888022722382,True,0.011239,0.08656019,0.011834831,0.08882503767528105
1.5,0.1823,0.2038748015844966,,Data,0.0992558330847664,0.0147775806020265,2019-01-01,2020-07-02,1.1999741321260695,True,0.014925492,0.09975133,0.012369071,0.09080774979201857
1.5,0.2624,0.301721483542479,,Data,0.1120716191754333,0.018840071736905,2019-01-01,2020-07-02,1.30004645702234,True,0.018818803,0.11200834,0.014255372,0.09748631314552474
1.5,0.4055,0.5004695627250495,,Data,0.1331920537636454,0.0266101847786667,2019-01-01,2020-07-02,1.500052338750847,True,0.026503757,0.13292544,0.018491097,0.11102881546278952
1.5,0.5596,0.7500853640547717,,Data,0.1547810235371354,0.0359357478708049,2019-01-01,2020-07-02,1.7499723713311106,True,0.03558444,0.15402259,0.023425905,0.12496907626541333
1.5,0.6931,0.9999460670899808,,Data,0.172408124731023,0.044586842209902,2019-01-01,2020-07-02,1.99990564110608,True,0.044086292,0.17143764,0.027809601,0.13616069250977675
1.5,0.9163,1.5000311110796416,,Data,0.1993149184525235,0.0595896550766041,2019-01-01,2020-07-02,2.500023170421985,True,0.059159692,0.19859454,0.035232354,0.15325872233037238
1.5,1.0986,1.9999653219698208,,Data,0.2192317188775644,0.0720938198430171,2019-01-01,2020-07-02,2.9999631342221877,True,0.07201493,0.21911173,0.04133732,0.1660066639594796
2.0,-1.204,0.0017319023856661,,Data,0.3979598745115222,0.316744123442453,2019-01-01,2020-12-31,0.2999918414087205,True,0.31727204,0.39829138,0.16975144,0.29133437448940414
2.0,-0.9163,0.0034166984208987,,Data,0.3430962102581561,0.2354300189870177,2019-01-01,2020-12-31,0.3999962927668416,True,0.23874661,0.34550443,0.13388948,0.25873681746640287
2.0,-0.5108,0.0095847174169177,,Data,0.2538546986575957,0.1288844160610774,2019-01-01,2020-12-31,0.6000153744565693,True,0.13196503,0.25687063,0.083579056,0.2044248712424038
2.0,-0.2231,0.0233443134371621,,Data,0.178792216189173,0.0639333131396719,2019-01-01,2020-12-31,0.8000348418100656,True,0.063428506,0.17808495,0.048550636,0.15580538433611363
2.0,-0.1054,0.0372919728972635,,Data,0.1444608121222437,0.0417378524780364,2019-01-01,2020-12-31,0.8999644647935904,True,0.040268462,0.14189515,0.03494859,0.1321903762436828
2.0,-0.0513,0.0477608392624475,,Data,0.1273402886530513,0.0324310982284848,2019-01-01,2020-12-31,0.9499936296895316,True,0.03134742,0.12519468,0.029168434,0.12076513247019942
2.0,-0.0253,0.0543264020413541,,Data,0.1187282871347528,0.0281928123319046,2019-01-01,2020-12-31,0.9750173629392817,True,0.027544757,0.11735578,0.026599934,0.11532548357718288
2.0,0.0,0.0621206700046029,,Data,0.1102174950790274,0.0242957924429908,2019-01-01,2020-12-31,1.0,True,0.024171509,0.10993523,0.024295792,0.1102174940370276
2.0,0.0247,0.0716496332046789,,Data,0.1021417519757051,0.0208658749933329,2019-01-01,2020-12-31,1.0250075721228384,True,0.021186424,0.10292333,0.02229256,0.10557594415027736
2.0,0.0488,0.0836690602792857,,Data,0.095353774096668,0.0181846844689568,2019-01-01,2020-12-31,1.050010327672887,True,0.018560277,0.096333474,0.020634985,0.10157505746383741
2.0,0.0953,0.1174294044521291,,Data,0.0898062271002122,0.0161303168519497,2019-01-01,2020-12-31,1.0999888022722382,True,0.015478973,0.087974355,0.018440204,0.09602136153271526
2.0,0.1823,0.2064465078617049,,Data,0.0972015900747967,0.0188962982261376,2019-01-01,2020-12-31,1.1999741321260695,True,0.01889496,0.09719814,0.017649865,0.09394111128234174
2.0,0.2624,0.3029905718684629,,Data,0.1073334185870539,0.0230409254911674,2019-01-01,2020-12-31,1.30004645702234,True,0.02297528,0.10718041,0.019079989,0.0976728949666717
2.0,0.4055,0.5008751001592472,,Data,0.1253637904421262,0.0314321599080346,2019-01-01,2020-12-31,1.500052338750847,True,0.031181106,0.124862134,0.023342064,0.1080325498414456
2.0,0.5596,0.7502244053167055,,Data,0.1445310363320384,0.041778440926426,2019-01-01,2020-12-31,1.7499723713311106,True,0.04097944,0.14314231,0.028714329,0.11982138582967508
2.0,0.6931,1.0000064462200338,,Data,0.1604964688162244,0.0515182330049545,2019-01-01,2020-12-31,1.99990564110608,True,0.050263666,0.15853022,0.03359751,0.1296100117815504
2.0,0.9163,1.5000473898115183,,Data,0.1852213225481869,0.0686138766529989,2019-01-01,2020-12-31,2.500023170421985,True,0.06708617,0.18314771,0.041957684,0.144840746789803
2.0,1.0986,1.999971073029415,,Data,0.2036946061848115,0.0829829851775709,2019-01-01,2020-12-31,2.9999631342221877,True,0.082139365,0.20265657,0.048873868,0.15632317141034277
